reach,depth_min,depth_q1,depth_q5,depth_q25,depth_q50,depth_avg,depth_q75,depth_q95,depth_q99,depth_max,wwidth_min,wwidth_q1,wwidth_q5,wwidth_q25,wwidth_q50,wwidth_avg,wwidth_q75,wwidth_q95,wwidth_q99,wwidth_max,flow_min,flow_q1,flow_q5,flow_q25,flow_q50,flow_avg,flow_q75,flow_q95,flow_q99,flow_max,rtime_min,rtime_q1,rtime_q5,rtime_q25,rtime_q50,rtime_avg,rtime_q75,rtime_q95,rtime_q99,rtime_max,velocity_min,velocity_q1,velocity_q5,velocity_q25,velocity_q50,velocity_avg,velocity_q75,velocity_q95,velocity_q99,velocity_max
455.000,0.036,0.045,0.048,0.056,0.066,0.080,0.086,0.162,0.257,0.549,1.071,1.090,1.097,1.112,1.132,1.160,1.171,1.325,1.513,2.097,283.401,413.492,467.615,599.701,791.078,1268.933,1224.087,3629.106,8076.194,32564.633,0.003,0.004,0.005,0.008,0.009,0.009,0.010,0.011,0.011,0.013,0.089,0.102,0.107,0.118,0.130,0.143,0.153,0.224,0.291,0.446
456.000,0.029,0.036,0.039,0.045,0.053,0.065,0.070,0.134,0.218,0.492,1.057,1.072,1.078,1.090,1.107,1.130,1.139,1.269,1.435,1.983,312.839,457.914,517.795,664.088,876.040,1404.879,1355.357,4018.704,8944.490,36088.164,0.002,0.003,0.004,0.005,0.006,0.006,0.007,0.008,0.008,0.009,0.124,0.143,0.149,0.164,0.181,0.197,0.212,0.306,0.392,0.572
457.000,0.127,0.151,0.160,0.180,0.204,0.232,0.250,0.408,0.583,1.081,1.253,1.302,1.320,1.359,1.408,1.465,1.499,1.817,2.166,3.162,313.895,457.890,517.795,664.067,875.958,1404.878,1355.437,4018.534,8943.417,36058.141,0.006,0.010,0.014,0.023,0.028,0.027,0.032,0.036,0.038,0.045,0.026,0.031,0.032,0.036,0.041,0.047,0.051,0.081,0.113,0.186
458.000,0.047,0.059,0.064,0.074,0.088,0.107,0.114,0.221,0.359,0.836,1.095,1.119,1.128,1.149,1.176,1.215,1.229,1.442,1.718,2.673,319.233,465.297,526.159,674.816,890.078,1427.414,1377.390,4084.692,9087.127,36641.176,0.004,0.005,0.007,0.009,0.011,0.010,0.012,0.013,0.014,0.016,0.075,0.086,0.090,0.098,0.108,0.117,0.126,0.176,0.217,0.278
459.000,0.050,0.064,0.069,0.081,0.097,0.124,0.130,0.274,0.478,1.163,1.100,1.127,1.138,1.162,1.194,1.248,1.260,1.549,1.955,3.326,319.390,465.280,526.159,674.803,890.164,1427.407,1377.377,4084.680,9088.956,36651.559,0.007,0.008,0.009,0.011,0.012,0.012,0.013,0.014,0.015,0.016,0.071,0.080,0.083,0.090,0.097,0.101,0.109,0.136,0.150,0.171
46.000,0.159,0.188,0.199,0.224,0.254,0.290,0.312,0.513,0.732,1.320,1.317,1.376,1.398,1.447,1.509,1.581,1.623,2.027,2.465,3.639,476.864,684.100,773.555,992.195,1308.652,2098.949,2024.547,6006.426,13358.546,53860.062,0.006,0.009,0.013,0.020,0.024,0.024,0.028,0.031,0.033,0.039,0.030,0.036,0.038,0.042,0.048,0.053,0.058,0.090,0.122,0.205
460.000,0.236,0.281,0.298,0.336,0.382,0.434,0.468,0.761,1.069,1.864,1.473,1.563,1.596,1.671,1.764,1.868,1.936,2.523,3.138,4.728,407.305,591.177,668.339,857.311,1130.941,1813.609,1749.763,5188.804,11535.413,46513.047,0.011,0.019,0.026,0.039,0.047,0.045,0.052,0.058,0.061,0.072,0.016,0.019,0.020,0.022,0.025,0.028,0.030,0.045,0.061,0.101
461.000,0.233,0.277,0.294,0.330,0.376,0.428,0.461,0.751,1.054,1.839,1.465,1.554,1.587,1.661,1.753,1.855,1.923,2.502,3.109,4.678,418.490,606.039,685.067,878.774,1159.199,1858.565,1793.881,5316.646,11809.972,47673.219,0.011,0.018,0.025,0.038,0.045,0.043,0.050,0.055,0.058,0.069,0.017,0.020,0.021,0.023,0.026,0.029,0.031,0.047,0.063,0.106
462.000,0.227,0.271,0.287,0.323,0.369,0.419,0.452,0.737,1.035,1.807,1.454,1.542,1.574,1.647,1.738,1.838,1.905,2.475,3.070,4.615,422.530,613.498,693.431,889.590,1173.384,1881.627,1815.789,5382.621,11962.133,48261.750,0.011,0.018,0.024,0.036,0.043,0.041,0.048,0.053,0.056,0.066,0.018,0.021,0.022,0.024,0.027,0.030,0.032,0.049,0.066,0.111
463.000,0.222,0.264,0.281,0.316,0.361,0.410,0.443,0.723,1.015,1.774,1.443,1.529,1.561,1.633,1.722,1.820,1.886,2.446,3.030,4.548,461.075,665.015,751.578,964.247,1271.749,2039.282,1968.146,5835.066,12960.885,52274.418,0.009,0.016,0.021,0.032,0.039,0.037,0.043,0.048,0.050,0.059,0.020,0.023,0.024,0.027,0.030,0.033,0.036,0.054,0.074,0.124
464.000,0.231,0.273,0.289,0.324,0.367,0.415,0.448,0.720,1.004,1.745,1.463,1.546,1.578,1.648,1.735,1.831,1.895,2.439,3.008,4.490,470.763,679.829,768.305,985.726,1300.176,2084.717,2012.209,5964.120,13256.832,53432.285,0.009,0.015,0.021,0.032,0.039,0.037,0.044,0.048,0.051,0.061,0.019,0.023,0.024,0.027,0.030,0.034,0.036,0.056,0.077,0.130
465.000,0.226,0.266,0.282,0.316,0.358,0.404,0.436,0.700,0.977,1.699,1.451,1.533,1.563,1.631,1.716,1.809,1.872,2.399,2.954,4.399,465.754,679.795,768.304,985.720,1300.162,2084.719,2011.777,5959.142,13259.043,53438.500,0.009,0.015,0.020,0.031,0.037,0.036,0.042,0.047,0.050,0.060,0.019,0.023,0.025,0.028,0.031,0.035,0.037,0.058,0.080,0.135
466.000,0.218,0.258,0.273,0.306,0.347,0.391,0.421,0.676,0.944,1.644,1.437,1.516,1.546,1.611,1.693,1.782,1.842,2.352,2.888,4.289,577.507,828.952,936.647,1201.893,1585.107,2541.541,2453.327,7269.233,16143.532,65047.184,0.007,0.011,0.016,0.024,0.029,0.028,0.033,0.037,0.039,0.046,0.025,0.030,0.031,0.035,0.040,0.044,0.048,0.075,0.102,0.174
467.000,0.203,0.239,0.253,0.283,0.320,0.362,0.389,0.625,0.875,1.529,1.406,1.478,1.505,1.566,1.641,1.724,1.779,2.250,2.749,4.059,594.000,851.096,961.739,1234.128,1627.504,2609.512,2518.760,7464.926,16590.694,66783.016,0.006,0.010,0.014,0.021,0.026,0.025,0.029,0.033,0.035,0.041,0.028,0.033,0.035,0.040,0.045,0.050,0.054,0.085,0.118,0.201
468.000,0.179,0.211,0.222,0.249,0.281,0.318,0.341,0.547,0.767,1.349,1.358,1.421,1.445,1.497,1.563,1.635,1.683,2.095,2.534,3.698,595.347,851.234,961.740,1234.156,1627.601,2609.510,2518.755,7464.834,16580.123,66786.828,0.005,0.008,0.011,0.018,0.022,0.021,0.025,0.028,0.030,0.036,0.033,0.039,0.041,0.046,0.053,0.059,0.064,0.102,0.142,0.245
469.000,0.053,0.066,0.071,0.082,0.097,0.118,0.126,0.239,0.378,0.801,1.106,1.132,1.142,1.164,1.194,1.235,1.252,1.479,1.756,2.602,688.229,991.502,1120.210,1437.563,1895.829,3040.535,2933.880,8689.388,19279.989,77715.281,0.002,0.003,0.003,0.005,0.006,0.005,0.006,0.007,0.007,0.008,0.144,0.164,0.172,0.188,0.207,0.224,0.240,0.341,0.431,0.626
47.000,0.091,0.112,0.120,0.139,0.162,0.191,0.207,0.370,0.554,1.061,1.182,1.225,1.241,1.278,1.325,1.383,1.414,1.741,2.109,3.122,477.884,684.114,773.555,992.143,1308.717,2098.940,2024.717,6006.614,13351.314,53856.332,0.004,0.006,0.008,0.012,0.014,0.014,0.016,0.017,0.018,0.021,0.056,0.064,0.067,0.073,0.081,0.088,0.094,0.138,0.180,0.286
470.000,0.058,0.072,0.078,0.090,0.106,0.128,0.137,0.256,0.399,0.826,1.116,1.145,1.156,1.180,1.212,1.255,1.274,1.512,1.798,2.652,708.193,1021.057,1153.664,1480.527,1952.356,3130.518,3021.440,8948.758,19873.578,80028.977,0.002,0.003,0.004,0.005,0.006,0.006,0.007,0.007,0.008,0.009,0.134,0.153,0.160,0.175,0.193,0.210,0.225,0.324,0.414,0.617
471.000,0.051,0.063,0.068,0.079,0.094,0.114,0.122,0.236,0.376,0.815,1.101,1.127,1.136,1.159,1.188,1.229,1.245,1.471,1.753,2.630,713.491,1028.475,1162.028,1491.262,1966.551,3152.607,3043.355,9014.918,20003.842,80613.883,0.002,0.003,0.003,0.005,0.005,0.005,0.006,0.006,0.007,0.007,0.156,0.178,0.185,0.202,0.223,0.240,0.257,0.360,0.449,0.633
472.000,0.202,0.239,0.253,0.283,0.321,0.362,0.390,0.625,0.871,1.512,1.405,1.478,1.506,1.566,1.641,1.724,1.779,2.249,2.743,4.025,734.786,1058.123,1195.483,1534.125,2023.239,3243.948,3131.101,9274.413,20577.516,82938.539,0.005,0.008,0.011,0.017,0.021,0.020,0.024,0.026,0.028,0.033,0.035,0.042,0.044,0.049,0.056,0.062,0.067,0.106,0.147,0.254
473.000,0.041,0.052,0.056,0.065,0.076,0.093,0.099,0.190,0.302,0.657,1.083,1.103,1.111,1.129,1.153,1.186,1.198,1.379,1.604,2.314,744.920,1072.929,1212.210,1555.636,2051.567,3288.989,3174.866,9404.187,20862.733,84098.375,0.001,0.002,0.002,0.003,0.004,0.004,0.004,0.005,0.005,0.006,0.201,0.230,0.240,0.263,0.291,0.316,0.339,0.485,0.617,0.899
474.000,0.080,0.099,0.106,0.123,0.145,0.174,0.187,0.346,0.532,1.065,1.159,1.198,1.213,1.247,1.290,1.347,1.374,1.693,2.064,3.129,750.603,1080.321,1220.574,1566.282,2065.690,3311.775,3196.731,9472.081,21016.362,84688.641,0.003,0.004,0.005,0.007,0.008,0.008,0.009,0.010,0.010,0.011,0.101,0.115,0.121,0.132,0.145,0.156,0.167,0.236,0.300,0.448
475.000,0.052,0.065,0.070,0.082,0.096,0.117,0.125,0.238,0.375,0.799,1.105,1.131,1.140,1.163,1.193,1.233,1.250,1.475,1.751,2.597,751.109,1080.357,1220.574,1566.269,2065.787,3311.776,3196.962,9473.225,21027.400,84697.180,0.002,0.002,0.003,0.004,0.005,0.005,0.006,0.006,0.006,0.007,0.158,0.181,0.189,0.206,0.228,0.246,0.264,0.375,0.473,0.686
476.000,0.057,0.070,0.076,0.088,0.104,0.126,0.135,0.259,0.410,0.875,1.113,1.141,1.152,1.176,1.208,1.253,1.271,1.517,1.821,2.750,753.026,1082.851,1223.362,1569.945,2070.240,3319.174,3204.174,9496.025,21085.367,84898.508,0.002,0.003,0.003,0.005,0.006,0.005,0.006,0.007,0.007,0.008,0.147,0.167,0.174,0.190,0.209,0.226,0.242,0.339,0.424,0.601
477.000,0.103,0.127,0.137,0.158,0.185,0.219,0.237,0.429,0.645,1.237,1.206,1.255,1.273,1.316,1.370,1.439,1.474,1.858,2.290,3.474,757.498,1090.235,1231.726,1580.654,2084.536,3342.040,3226.284,9558.277,21218.849,85488.203,0.003,0.005,0.006,0.009,0.011,0.010,0.012,0.013,0.013,0.015,0.078,0.088,0.092,0.101,0.110,0.120,0.128,0.181,0.233,0.359
478.000,0.044,0.054,0.058,0.068,0.080,0.097,0.104,0.199,0.317,0.684,1.087,1.109,1.117,1.136,1.160,1.195,1.208,1.398,1.633,2.367,757.259,1090.251,1231.726,1580.623,2084.510,3342.052,3226.296,9560.169,21237.725,85492.844,0.001,0.002,0.002,0.004,0.004,0.004,0.005,0.005,0.005,0.006,0.193,0.221,0.232,0.253,0.280,0.304,0.326,0.466,0.593,0.864
479.000,0.058,0.072,0.077,0.090,0.106,0.128,0.138,0.261,0.413,0.871,1.115,1.144,1.154,1.179,1.212,1.257,1.275,1.522,1.825,2.743,757.104,1090.236,1231.726,1580.631,2084.466,3342.055,3226.114,9558.431,21248.686,85500.125,0.002,0.003,0.003,0.005,0.006,0.005,0.006,0.007,0.007,0.008,0.144,0.165,0.172,0.188,0.207,0.224,0.240,0.337,0.424,0.610
48.000,0.044,0.055,0.059,0.068,0.081,0.098,0.105,0.200,0.318,0.688,1.088,1.109,1.118,1.137,1.161,1.196,1.210,1.400,1.636,2.375,532.917,765.552,865.552,1110.286,1464.474,2348.833,2265.701,6717.293,14936.225,60198.199,0.002,0.003,0.004,0.005,0.006,0.006,0.007,0.007,0.008,0.009,0.135,0.154,0.162,0.177,0.195,0.212,0.227,0.326,0.414,0.603
480.000,0.072,0.089,0.096,0.111,0.131,0.157,0.169,0.316,0.490,0.995,1.143,1.178,1.191,1.222,1.261,1.314,1.338,1.631,1.980,2.990,771.152,1109.987,1254.029,1609.256,2122.203,3403.040,3284.458,9732.113,21631.119,87054.031,0.002,0.003,0.004,0.006,0.007,0.007,0.008,0.008,0.009,0.010,0.117,0.133,0.139,0.152,0.167,0.181,0.193,0.272,0.345,0.510
481.000,0.044,0.055,0.059,0.068,0.081,0.098,0.105,0.200,0.317,0.683,1.088,1.109,1.117,1.136,1.161,1.196,1.209,1.399,1.635,2.366,771.177,1109.929,1254.030,1609.284,2122.232,3403.061,3284.274,9733.694,21623.036,87058.828,0.001,0.002,0.002,0.004,0.004,0.004,0.005,0.005,0.005,0.006,0.196,0.224,0.234,0.257,0.283,0.308,0.330,0.473,0.602,0.881
482.000,0.052,0.065,0.070,0.081,0.096,0.116,0.124,0.235,0.370,0.771,1.104,1.130,1.140,1.162,1.191,1.231,1.248,1.470,1.739,2.542,771.259,1109.863,1254.030,1609.350,2122.191,3403.050,3284.463,9732.903,21624.662,87064.250,0.002,0.002,0.003,0.004,0.005,0.005,0.005,0.006,0.006,0.007,0.164,0.187,0.195,0.214,0.236,0.256,0.274,0.390,0.497,0.741
483.000,0.047,0.059,0.064,0.074,0.087,0.106,0.113,0.216,0.343,0.747,1.095,1.118,1.127,1.148,1.174,1.211,1.227,1.432,1.686,2.494,771.386,1109.878,1254.031,1609.347,2122.216,3403.079,3284.635,9733.727,21616.151,87067.742,0.001,0.002,0.003,0.004,0.004,0.004,0.005,0.005,0.006,0.006,0.180,0.206,0.216,0.236,0.260,0.282,0.303,0.431,0.545,0.776
484.000,0.048,0.060,0.065,0.076,0.091,0.114,0.120,0.244,0.416,1.067,0.096,0.121,0.130,0.153,0.182,0.227,0.240,0.487,0.833,2.134,1151.185,1654.683,1869.666,2399.268,3164.036,5073.426,4896.685,14511.179,32242.544,129899.570,0.002,0.003,0.004,0.005,0.006,0.006,0.006,0.007,0.007,0.008,0.137,0.157,0.164,0.179,0.198,0.214,0.230,0.327,0.408,0.559
485.000,0.179,0.216,0.230,0.260,0.299,0.345,0.371,0.630,0.923,1.771,0.358,0.431,0.459,0.521,0.598,0.690,0.742,1.259,1.846,3.541,1150.245,1654.792,1869.662,2399.075,3164.051,5073.415,4896.355,14503.837,32278.752,129909.133,0.004,0.007,0.010,0.017,0.020,0.019,0.023,0.026,0.027,0.033,0.036,0.042,0.045,0.050,0.057,0.065,0.070,0.116,0.165,0.296
486.000,0.169,0.203,0.215,0.244,0.280,0.323,0.347,0.587,0.859,1.649,0.338,0.405,0.431,0.488,0.560,0.645,0.694,1.174,1.718,3.297,1192.958,1714.033,1936.572,2485.002,3277.443,5255.067,5071.498,15026.230,33426.505,134531.125,0.003,0.006,0.009,0.015,0.018,0.018,0.021,0.023,0.025,0.030,0.039,0.047,0.050,0.056,0.064,0.073,0.078,0.130,0.186,0.336
487.000,0.167,0.197,0.209,0.234,0.266,0.304,0.326,0.538,0.778,1.479,0.334,0.395,0.418,0.469,0.533,0.608,0.652,1.076,1.557,2.959,1350.556,1937.527,2188.948,2809.041,3704.322,5938.817,5733.815,16986.417,37710.540,151935.203,0.003,0.005,0.007,0.012,0.015,0.015,0.018,0.020,0.021,0.026,0.045,0.054,0.058,0.066,0.076,0.088,0.095,0.162,0.236,0.436
488.000,0.038,0.047,0.051,0.059,0.070,0.086,0.091,0.180,0.301,0.769,0.075,0.094,0.101,0.118,0.140,0.173,0.183,0.361,0.602,1.537,1351.242,1937.435,2188.947,2808.970,3704.252,5938.853,5733.402,16987.121,37724.966,151940.969,0.001,0.002,0.002,0.003,0.004,0.004,0.004,0.005,0.005,0.006,0.206,0.237,0.248,0.273,0.303,0.332,0.356,0.524,0.678,0.964
489.000,0.110,0.139,0.151,0.177,0.212,0.259,0.279,0.538,0.862,2.035,0.221,0.279,0.302,0.355,0.424,0.519,0.558,1.076,1.724,4.069,1358.358,1944.806,2197.312,2819.924,3718.416,5961.065,5754.968,17054.229,37896.309,152496.656,0.004,0.006,0.007,0.010,0.012,0.012,0.013,0.014,0.015,0.017,0.070,0.078,0.082,0.088,0.097,0.106,0.112,0.162,0.210,0.292
49.000,0.046,0.058,0.062,0.073,0.086,0.105,0.112,0.217,0.350,0.777,1.093,1.116,1.125,1.145,1.172,1.210,1.224,1.434,1.699,2.554,538.254,772.958,873.916,1121.063,1478.662,2371.163,2287.681,6781.112,15085.704,60777.051,0.002,0.003,0.004,0.005,0.006,0.006,0.007,0.008,0.008,0.009,0.129,0.147,0.153,0.167,0.184,0.199,0.213,0.299,0.372,0.512
490.000,0.180,0.215,0.228,0.257,0.294,0.340,0.363,0.616,0.934,2.118,0.361,0.430,0.456,0.514,0.587,0.680,0.725,1.233,1.867,4.235,1359.050,1944.899,2197.316,2819.891,3718.509,5961.118,5754.907,17056.520,37888.758,152467.969,0.004,0.006,0.008,0.014,0.017,0.016,0.019,0.022,0.023,0.028,0.042,0.050,0.053,0.060,0.069,0.078,0.085,0.139,0.191,0.277
491.000,0.162,0.191,0.203,0.228,0.260,0.301,0.319,0.543,0.841,2.034,0.323,0.383,0.405,0.456,0.519,0.602,0.639,1.087,1.682,4.067,1449.747,2078.170,2347.858,3013.021,3973.280,6370.343,6149.435,18223.248,40493.067,162818.312,0.004,0.005,0.007,0.011,0.014,0.013,0.016,0.018,0.019,0.023,0.050,0.060,0.064,0.073,0.084,0.095,0.104,0.172,0.231,0.313
492.000,0.063,0.080,0.086,0.101,0.122,0.159,0.164,0.356,0.669,1.933,0.126,0.159,0.172,0.203,0.243,0.317,0.327,0.713,1.337,3.866,1449.753,2078.146,2347.859,3012.793,3973.611,6370.322,6148.833,18221.717,40511.194,162775.453,0.003,0.004,0.004,0.006,0.006,0.006,0.007,0.007,0.008,0.009,0.131,0.149,0.155,0.169,0.184,0.194,0.210,0.273,0.301,0.338
493.000,0.256,0.304,0.323,0.366,0.419,0.488,0.521,0.900,1.368,2.785,0.513,0.609,0.647,0.731,0.839,0.976,1.042,1.800,2.735,5.570,1457.344,2085.613,2356.229,3023.748,3987.420,6393.042,6171.164,18274.479,40657.253,163276.188,0.006,0.009,0.012,0.019,0.023,0.022,0.026,0.030,0.031,0.037,0.031,0.037,0.039,0.044,0.050,0.056,0.061,0.096,0.129,0.203
494.000,0.251,0.298,0.317,0.358,0.411,0.478,0.510,0.881,1.343,2.754,0.503,0.597,0.634,0.717,0.822,0.956,1.021,1.762,2.686,5.507,1459.285,2085.505,2356.232,3023.948,3987.602,6393.058,6171.602,18280.742,40629.522,163198.172,0.006,0.009,0.012,0.019,0.023,0.022,0.026,0.029,0.031,0.037,0.032,0.038,0.040,0.045,0.051,0.057,0.062,0.099,0.132,0.206
495.000,0.244,0.290,0.308,0.348,0.400,0.465,0.496,0.858,1.315,2.718,0.487,0.579,0.615,0.697,0.799,0.930,0.993,1.716,2.630,5.437,1483.837,2115.473,2389.695,3066.886,4044.219,6484.433,6259.040,18538.636,41176.763,165422.906,0.005,0.008,0.011,0.018,0.022,0.021,0.025,0.028,0.029,0.035,0.033,0.040,0.042,0.047,0.053,0.060,0.065,0.103,0.137,0.213
496.000,0.233,0.278,0.296,0.335,0.385,0.448,0.478,0.830,1.282,2.678,0.467,0.556,0.591,0.670,0.769,0.897,0.956,1.660,2.564,5.356,1502.571,2137.704,2414.791,3099.048,4086.875,6552.294,6323.966,18742.416,41600.210,167070.906,0.005,0.008,0.011,0.017,0.021,0.020,0.023,0.026,0.028,0.033,0.035,0.042,0.044,0.050,0.056,0.063,0.069,0.109,0.143,0.220
497.000,0.222,0.265,0.282,0.320,0.368,0.430,0.457,0.799,1.246,2.636,0.444,0.530,0.564,0.640,0.735,0.859,0.914,1.599,2.493,5.272,1538.256,2182.039,2464.985,3163.596,4172.383,6688.021,6455.110,19134.567,42479.758,170443.906,0.005,0.008,0.010,0.016,0.019,0.019,0.022,0.025,0.026,0.030,0.038,0.045,0.047,0.053,0.060,0.068,0.074,0.116,0.151,0.229
498.000,0.209,0.250,0.266,0.302,0.347,0.407,0.432,0.763,1.205,2.589,0.418,0.499,0.531,0.603,0.693,0.814,0.864,1.526,2.409,5.178,1539.998,2182.320,2464.987,3163.540,4172.048,6688.011,6456.250,19129.431,42509.559,170356.656,0.005,0.007,0.010,0.015,0.018,0.017,0.020,0.023,0.024,0.029,0.041,0.048,0.051,0.057,0.064,0.072,0.078,0.122,0.158,0.235
499.000,0.212,0.250,0.265,0.298,0.341,0.399,0.421,0.739,1.177,2.557,0.423,0.500,0.530,0.597,0.681,0.797,0.842,1.479,2.355,5.114,1546.222,2189.837,2473.360,3174.479,4185.964,6710.406,6478.479,19198.249,42633.042,170842.766,0.005,0.007,0.009,0.014,0.018,0.017,0.020,0.023,0.024,0.029,0.040,0.048,0.051,0.058,0.066,0.074,0.081,0.127,0.163,0.240
5.000,0.019,0.024,0.026,0.030,0.036,0.043,0.046,0.086,0.133,0.268,0.238,0.249,0.253,0.261,0.272,0.286,0.293,0.372,0.466,0.737,34.189,51.416,58.237,74.634,98.460,158.039,152.378,452.260,1007.352,4087.096,0.003,0.004,0.005,0.007,0.009,0.008,0.009,0.010,0.011,0.012,0.095,0.109,0.114,0.124,0.135,0.145,0.155,0.213,0.265,0.378
50.000,0.171,0.204,0.217,0.245,0.281,0.322,0.347,0.581,0.843,1.594,1.341,1.408,1.433,1.490,1.561,1.644,1.693,2.162,2.687,4.188,539.503,773.005,873.916,1121.037,1478.631,2371.154,2287.559,6784.881,15083.510,60775.594,0.007,0.010,0.014,0.020,0.024,0.023,0.027,0.030,0.032,0.037,0.031,0.037,0.039,0.043,0.048,0.053,0.057,0.086,0.113,0.171
500.000,0.194,0.229,0.243,0.273,0.312,0.367,0.386,0.689,1.125,2.503,0.389,0.458,0.485,0.546,0.623,0.735,0.771,1.379,2.251,5.007,1546.297,2189.754,2473.357,3174.449,4185.991,6710.451,6478.121,19197.279,42615.085,170750.922,0.005,0.007,0.008,0.013,0.016,0.016,0.018,0.021,0.022,0.026,0.044,0.053,0.056,0.063,0.072,0.081,0.089,0.138,0.172,0.247
501.000,0.170,0.199,0.211,0.237,0.270,0.323,0.335,0.625,1.066,2.446,0.339,0.398,0.421,0.474,0.541,0.647,0.670,1.250,2.133,4.892,1552.951,2196.917,2481.722,3185.233,4200.171,6732.732,6501.159,19256.489,42787.992,171235.984,0.005,0.006,0.008,0.011,0.014,0.013,0.016,0.018,0.019,0.023,0.051,0.061,0.065,0.074,0.085,0.093,0.104,0.155,0.185,0.257
502.000,0.077,0.097,0.105,0.126,0.154,0.212,0.215,0.529,0.996,2.386,0.153,0.194,0.211,0.252,0.308,0.423,0.430,1.058,1.992,4.773,1553.248,2197.019,2481.729,3185.258,4200.362,6732.724,6499.974,19255.715,42804.068,171172.500,0.004,0.006,0.006,0.007,0.008,0.008,0.008,0.009,0.009,0.010,0.116,0.129,0.133,0.143,0.153,0.156,0.167,0.187,0.203,0.266
503.000,0.324,0.381,0.405,0.459,0.527,0.609,0.654,1.117,1.635,3.043,0.647,0.763,0.810,0.918,1.053,1.218,1.309,2.235,3.270,6.085,1599.770,2257.129,2548.863,3271.973,4314.523,6914.892,6676.208,19775.258,43889.215,175141.656,0.006,0.010,0.014,0.023,0.028,0.027,0.031,0.035,0.037,0.044,0.027,0.031,0.033,0.037,0.042,0.047,0.051,0.080,0.111,0.190
504.000,0.321,0.378,0.402,0.455,0.522,0.604,0.649,1.109,1.622,3.019,0.642,0.756,0.803,0.910,1.044,1.208,1.298,2.218,3.243,6.038,1848.235,2611.599,2949.269,3786.271,4992.922,8000.776,7726.385,22880.421,50790.438,202427.906,0.005,0.009,0.012,0.020,0.024,0.023,0.027,0.030,0.032,0.038,0.031,0.037,0.039,0.043,0.049,0.055,0.060,0.094,0.130,0.222
505.000,0.333,0.390,0.413,0.466,0.532,0.613,0.658,1.112,1.618,3.000,0.667,0.780,0.826,0.932,1.065,1.227,1.316,2.224,3.236,6.001,1861.215,2626.618,2966.067,3808.086,5021.248,8045.737,7770.923,23004.686,51061.518,203507.312,0.005,0.009,0.012,0.020,0.024,0.023,0.027,0.031,0.033,0.039,0.030,0.036,0.038,0.043,0.048,0.055,0.059,0.094,0.131,0.225
506.000,0.330,0.385,0.408,0.461,0.526,0.606,0.651,1.098,1.597,2.963,0.659,0.771,0.817,0.921,1.053,1.212,1.301,2.196,3.194,5.926,1859.618,2627.003,2966.077,3808.041,5021.331,8045.771,7772.273,22998.358,51052.727,203457.438,0.005,0.009,0.012,0.019,0.024,0.023,0.027,0.030,0.032,0.038,0.030,0.036,0.038,0.043,0.049,0.055,0.060,0.096,0.133,0.229
507.000,0.325,0.380,0.403,0.455,0.520,0.598,0.642,1.083,1.574,2.924,0.651,0.761,0.806,0.909,1.039,1.197,1.285,2.166,3.149,5.847,1879.836,2649.432,2991.245,3840.367,5063.359,8113.527,7838.229,23191.900,51463.694,205098.078,0.005,0.009,0.012,0.019,0.023,0.022,0.026,0.030,0.031,0.037,0.031,0.037,0.039,0.044,0.050,0.057,0.061,0.098,0.136,0.236
508.000,0.321,0.375,0.397,0.448,0.512,0.589,0.633,1.066,1.549,2.880,0.641,0.749,0.794,0.896,1.024,1.179,1.266,2.133,3.099,5.760,1878.090,2649.293,2991.298,3840.734,5064.263,8113.475,7837.137,23185.505,51478.284,205045.641,0.005,0.008,0.012,0.019,0.023,0.022,0.026,0.029,0.031,0.037,0.031,0.038,0.040,0.045,0.051,0.058,0.062,0.100,0.139,0.241
509.000,0.315,0.368,0.390,0.440,0.504,0.580,0.623,1.048,1.522,2.833,0.630,0.736,0.780,0.881,1.007,1.159,1.245,2.096,3.044,5.666,1961.642,2746.579,3100.361,3981.178,5248.126,8409.349,8123.343,24026.193,53312.824,212107.219,0.005,0.008,0.011,0.018,0.022,0.021,0.025,0.028,0.029,0.035,0.034,0.040,0.042,0.047,0.054,0.061,0.066,0.106,0.148,0.255
51.000,0.144,0.174,0.186,0.212,0.244,0.284,0.305,0.525,0.777,1.519,0.289,0.349,0.372,0.423,0.489,0.567,0.610,1.050,1.555,3.037,749.137,1074.581,1215.043,1558.448,2055.634,3296.757,3180.437,9435.028,20968.473,84575.922,0.005,0.009,0.013,0.021,0.025,0.024,0.029,0.032,0.034,0.040,0.029,0.034,0.036,0.041,0.046,0.052,0.056,0.092,0.131,0.235
510.000,0.308,0.360,0.382,0.431,0.494,0.568,0.610,1.026,1.490,2.778,0.616,0.721,0.764,0.863,0.987,1.135,1.220,2.051,2.981,5.556,1959.657,2746.909,3100.369,3981.167,5248.760,8409.319,8123.138,24033.707,53342.876,212126.312,0.004,0.008,0.011,0.017,0.021,0.020,0.024,0.027,0.029,0.034,0.034,0.041,0.043,0.048,0.055,0.062,0.067,0.108,0.152,0.262
511.000,0.301,0.352,0.374,0.422,0.483,0.555,0.597,1.002,1.456,2.719,0.602,0.704,0.747,0.844,0.966,1.110,1.194,2.004,2.912,5.437,1964.737,2754.204,3108.776,3992.044,5263.250,8432.419,8145.075,24083.976,53462.883,212696.281,0.004,0.007,0.010,0.017,0.021,0.020,0.023,0.026,0.028,0.033,0.035,0.042,0.044,0.050,0.057,0.064,0.069,0.112,0.157,0.271
