gridno,date,latitude,longitude,altitude (m),temp max (°C),temp min (°C),temp avg (°C),wind speed (m/s),vapor pressure (kPa),precipitation (mm),E0 (mm/day),ES0 (mm/day),ET0 (mm/day),radiation (kJ/m2/day),snow depth (cm)
101096,2018-01-12,50.72749,5.27314,128,6.10,4.80,5.50,1.30,0.813,0.00,0.24,0.21,0.35,1307,
101096,2018-01-13,50.72749,5.27314,128,6.10,0.20,3.20,2.40,0.646,0.00,0.09,0.05,0.36,3230,
101096,2018-01-14,50.72749,5.27314,128,6.30,1.30,3.80,3.30,0.619,0.00,0.19,0.15,0.53,3961,
101096,2018-01-15,50.72749,5.27314,128,6.50,2.20,4.30,8.00,0.756,8.00,0.51,0.47,0.53,1694,
101096,2018-01-16,50.72749,5.27314,128,7.40,5.20,6.30,7.10,0.719,2.00,0.95,0.89,1.12,2741,
101096,2018-01-17,50.72749,5.27314,128,4.70,1.50,3.10,7.00,0.609,2.40,0.59,0.54,0.80,2803,0.00
101096,2018-01-18,50.72749,5.27314,128,10.40,3.30,6.80,7.50,0.706,6.20,1.07,1.01,1.45,3359,
101096,2018-01-19,50.72749,5.27314,128,5.30,1.40,3.40,5.20,0.646,0.00,0.24,0.19,0.56,3967,
101096,2018-01-20,50.72749,5.27314,128,3.20,1.60,2.40,3.80,0.652,10.00,0.29,0.26,0.40,1619,0.00
101096,2018-01-21,50.72749,5.27314,128,4.40,0.50,2.50,3.50,0.656,4.00,0.11,0.07,0.31,3605,0.00
101096,2018-01-22,50.72749,5.27314,128,8.90,1.80,5.30,3.60,0.897,0.20,0.10,0.06,0.19,2693,
101096,2018-01-23,50.72749,5.27314,128,9.90,5.10,7.50,6.10,0.907,0.20,0.53,0.46,0.68,3002,
101096,2018-01-24,50.72749,5.27314,128,13.10,8.60,10.90,8.50,1.101,2.00,1.05,1.00,1.10,2314,
101096,2018-01-25,50.72749,5.27314,128,9.20,6.90,8.00,4.00,0.927,7.00,0.56,0.52,0.67,1935,
101096,2018-01-26,50.72749,5.27314,128,7.60,4.70,6.20,2.30,0.833,0.00,0.30,0.24,0.43,2961,
101096,2018-01-27,50.72749,5.27314,128,6.90,3.60,5.20,4.90,0.769,0.60,0.43,0.35,0.65,4061,
101096,2018-01-28,50.72749,5.27314,128,8.20,2.90,5.60,7.00,0.875,0.00,0.34,0.30,0.41,2232,
101096,2018-01-29,50.72749,5.27314,128,9.80,8.70,9.30,6.80,0.96,1.00,1.01,0.98,1.07,1261,
101096,2018-01-30,50.72749,5.27314,128,8.30,2.10,5.20,3.10,0.826,0.50,0.15,0.09,0.31,4826,
101096,2018-01-31,50.72749,5.27314,128,9.00,6.00,7.50,6.80,0.893,8.00,0.78,0.74,0.83,1746,
101096,2018-02-01,50.72749,5.27314,128,5.00,1.20,3.10,5.60,0.619,1.50,0.49,0.42,0.73,4193,0.00
101096,2018-02-02,50.72749,5.27314,128,4.30,1.30,2.80,4.40,0.686,4.00,0.36,0.32,0.41,2422,0.00
101096,2018-02-03,50.72749,5.27314,128,3.40,1.40,2.40,2.20,0.676,0.90,0.35,0.31,0.35,1911,0.00
101096,2018-02-04,50.72749,5.27314,128,1.70,-1.00,0.30,4.20,0.515,0.10,0.55,0.50,0.58,2750,0.00
101096,2018-02-05,50.72749,5.27314,128,2.90,-2.50,0.20,4.90,0.462,0.00,0.49,0.38,0.75,6692,0.00
101096,2018-02-06,50.72749,5.27314,128,-0.60,-3.10,-1.80,3.80,0.455,3.80,0.46,0.42,0.47,2260,0.00
101096,2018-02-07,50.72749,5.27314,128,0.50,-3.80,-1.60,2.40,0.411,0.00,0.32,0.23,0.50,5781,0.00
101096,2018-02-08,50.72749,5.27314,128,1.70,-6.30,-2.30,2.30,0.395,0.00,0.31,0.21,0.49,6541,0.00
101096,2018-02-09,50.72749,5.27314,128,1.40,-3.20,-0.90,5.00,0.475,1.10,0.47,0.40,0.56,5125,0.00
101096,2018-02-10,50.72749,5.27314,128,4.70,-0.30,2.20,5.30,0.605,2.50,0.53,0.47,0.68,3924,2.00
101096,2018-02-11,50.72749,5.27314,128,6.30,0.60,3.40,6.80,0.642,2.20,0.81,0.73,0.87,4027,
101096,2018-02-12,50.72749,5.27314,128,4.50,0.40,2.40,4.70,0.539,0.00,0.78,0.68,0.92,5400,0.00
101096,2018-02-13,50.72749,5.27314,128,5.30,-0.70,2.30,4.60,0.445,0.00,0.94,0.80,1.23,8211,0.00
101096,2018-02-14,50.72749,5.27314,128,5.60,-2.40,1.60,4.50,0.428,3.00,0.91,0.78,1.20,8009,0.00
101096,2018-02-15,50.72749,5.27314,128,9.30,1.30,5.30,5.10,0.749,1.00,0.71,0.63,0.88,3787,
101096,2018-02-16,50.72749,5.27314,128,7.90,0.70,4.30,2.80,0.595,0.00,0.65,0.49,0.89,8613,
101096,2018-02-17,50.72749,5.27314,128,6.50,-0.20,3.20,2.60,0.549,0.00,0.69,0.57,0.84,6697,0.00
101096,2018-02-18,50.72749,5.27314,128,7.50,-0.90,3.30,2.80,0.539,0.00,0.66,0.51,0.96,8299,0.00
101096,2018-02-19,50.72749,5.27314,128,3.50,-1.60,1.00,2.40,0.525,0.00,0.55,0.47,0.63,4370,0.00
101096,2018-02-20,50.72749,5.27314,128,4.80,-0.80,2.00,2.20,0.532,0.00,0.60,0.51,0.72,5433,0.00
101096,2018-02-21,50.72749,5.27314,128,4.20,-3.40,0.40,3.80,0.455,0.00,0.69,0.53,0.92,9619,0.00
101096,2018-02-22,50.72749,5.27314,128,3.90,-3.40,0.30,5.50,0.408,0.00,1.07,0.90,1.23,10052,0.00
101096,2018-02-23,50.72749,5.27314,128,2.60,-4.20,-0.80,5.20,0.345,0.00,1.13,0.97,1.27,10328,0.00
101096,2018-02-24,50.72749,5.27314,128,5.00,-4.70,0.10,6.80,0.284,0.00,1.79,1.63,1.97,9601,0.00
101096,2018-02-25,50.72749,5.27314,128,0.50,-5.00,-2.20,6.20,0.238,0.00,1.53,1.39,1.58,9380,0.00
101096,2018-02-26,50.72749,5.27314,128,-1.30,-6.90,-4.10,5.70,0.298,0.60,0.99,0.88,0.97,7789,0.00
101096,2018-02-27,50.72749,5.27314,128,-1.30,-8.00,-4.60,5.10,0.251,0.00,1.02,0.88,1.09,10658,0.00
101096,2018-02-28,50.72749,5.27314,128,-2.50,-9.30,-5.90,5.60,0.197,0.00,1.18,1.05,1.20,10873,0.00
101096,2018-03-01,50.72749,5.27314,128,0.90,-7.20,-3.20,7.60,0.207,0.00,1.90,1.78,1.77,8229,0.00
101096,2018-03-02,50.72749,5.27314,128,-1.10,-3.10,-2.10,5.80,0.335,3.80,1.20,1.15,1.10,3291,0.00
101096,2018-03-03,50.72749,5.27314,128,5.20,-3.40,0.90,3.00,0.542,0.00,0.82,0.66,0.81,9102,4.00
101096,2018-03-04,50.72749,5.27314,128,13.60,1.20,7.40,4.00,0.746,0.10,1.41,1.23,1.59,8553,
101096,2018-03-05,50.72749,5.27314,128,13.00,3.90,8.50,3.70,0.756,0.00,1.47,1.27,1.66,9273,
101096,2018-03-06,50.72749,5.27314,128,11.30,4.50,7.90,2.80,0.733,0.00,1.34,1.17,1.40,8214,
101096,2018-03-07,50.72749,5.27314,128,7.70,3.30,5.50,4.10,0.749,2.90,0.99,0.90,0.93,4740,
101096,2018-03-08,50.72749,5.27314,128,7.80,2.20,5.00,6.10,0.706,5.00,1.19,1.05,1.14,7141,
101096,2018-03-09,50.72749,5.27314,128,8.80,2.70,5.70,3.40,0.856,3.40,0.82,0.70,0.70,6016,
101096,2018-03-10,50.72749,5.27314,128,14.80,7.60,11.20,5.00,1.131,0.30,1.43,1.26,1.31,7180,
101096,2018-03-11,50.72749,5.27314,128,15.40,9.70,12.50,4.40,1.107,0.00,1.71,1.53,1.70,7666,
101096,2018-03-12,50.72749,5.27314,128,13.50,9.20,11.40,6.00,0.984,3.00,2.07,1.89,1.92,7664,
101096,2018-03-13,50.72749,5.27314,128,6.70,6.60,6.70,5.40,0.846,5.00,0.86,0.83,0.82,1605,
101096,2018-03-14,50.72749,5.27314,128,12.50,2.60,7.50,3.40,0.729,0.00,1.76,1.49,1.74,12644,
101096,2018-03-15,50.72749,5.27314,128,10.10,4.80,7.40,4.10,0.753,3.80,1.45,1.33,1.45,6042,
101096,2018-03-16,50.72749,5.27314,128,11.40,5.30,8.30,3.90,0.873,0.70,1.35,1.21,1.29,6403,
101096,2018-03-17,50.72749,5.27314,128,-1.20,-1.30,-1.20,7.50,0.452,0.00,0.98,0.94,0.75,2213,0.50
101096,2018-03-18,50.72749,5.27314,128,0.30,-2.90,-1.30,6.50,0.351,0.20,1.57,1.47,1.32,6541,0.50
101096,2018-03-19,50.72749,5.27314,128,2.70,-2.60,0.00,5.00,0.311,0.00,1.83,1.67,1.72,9953,0.00
101096,2018-03-20,50.72749,5.27314,128,8.20,-4.80,1.70,4.30,0.395,1.00,1.93,1.69,1.94,13927,0.00
101096,2018-03-21,50.72749,5.27314,128,6.90,-1.90,2.50,2.30,0.539,0.00,1.36,1.17,1.23,10980,0.00
101096,2018-03-22,50.72749,5.27314,128,6.60,1.30,4.00,4.10,0.779,4.60,0.63,0.56,0.54,3382,
101096,2018-03-23,50.72749,5.27314,128,6.70,3.90,5.30,4.40,0.723,0.00,1.25,1.14,1.07,5689,
101096,2018-03-24,50.72749,5.27314,128,12.80,4.00,8.40,2.40,0.682,0.00,2.03,1.74,1.95,13256,
101096,2018-03-25,50.72749,5.27314,128,13.20,1.70,7.50,2.20,0.686,0.00,2.01,1.70,1.89,14575,
101096,2018-03-26,50.72749,5.27314,128,11.30,2.70,7.00,1.90,0.686,0.00,1.70,1.46,1.56,11384,
101096,2018-03-27,50.72749,5.27314,128,9.00,1.90,5.40,4.20,0.80,7.00,1.16,1.02,0.99,7072,
101096,2018-03-28,50.72749,5.27314,128,10.80,6.20,8.50,5.20,0.897,6.20,1.50,1.38,1.33,5560,
101096,2018-03-29,50.72749,5.27314,128,11.20,3.20,7.20,4.10,0.662,0.00,2.23,1.98,2.04,11707,
101096,2018-03-30,50.72749,5.27314,128,14.00,5.40,9.70,3.90,0.736,1.00,2.45,2.21,2.33,10515,
101096,2018-03-31,50.72749,5.27314,128,13.30,3.90,8.60,3.50,0.779,6.80,2.14,1.89,1.98,11352,
101096,2018-04-01,50.72749,5.27314,128,8.10,4.70,6.40,3.50,0.776,0.00,1.37,1.23,1.18,6633,
101096,2018-04-02,50.72749,5.27314,128,15.00,3.90,9.40,4.70,0.80,0.90,2.45,2.21,2.33,10826,
101096,2018-04-03,50.72749,5.27314,128,15.70,9.50,12.60,6.40,1.014,1.10,2.75,2.53,2.52,9201,
101096,2018-04-04,50.72749,5.27314,128,14.70,7.20,11.00,5.80,0.984,0.60,2.33,2.12,2.07,9148,
101096,2018-04-05,50.72749,5.27314,128,9.00,6.80,7.90,4.70,0.746,0.20,2.12,1.92,1.85,9491,
101096,2018-04-06,50.72749,5.27314,128,16.90,2.10,9.50,3.90,0.629,0.00,3.34,2.93,3.28,18608,
101096,2018-04-07,50.72749,5.27314,128,22.50,7.60,15.10,3.50,0.853,0.00,3.81,3.37,3.93,17337,
101096,2018-04-08,50.72749,5.27314,128,23.50,10.20,16.80,2.00,1.017,0.00,3.38,2.96,3.21,15950,
101096,2018-04-09,50.72749,5.27314,128,17.30,10.00,13.70,3.20,1.201,0.00,2.28,2.03,2.02,10181,
101096,2018-04-10,50.72749,5.27314,128,19.30,11.10,15.20,3.30,1.107,2.80,2.84,2.57,2.69,10861,
101096,2018-04-11,50.72749,5.27314,128,13.80,8.10,10.90,2.30,1.034,0.00,1.87,1.64,1.67,10018,
101096,2018-04-12,50.72749,5.27314,128,14.70,5.70,10.20,2.40,1.141,0.00,1.87,1.63,1.49,10957,
101096,2018-04-13,50.72749,5.27314,128,15.20,6.60,10.90,2.40,1.06,0.00,2.10,1.84,1.79,11409,
101096,2018-04-14,50.72749,5.27314,128,18.30,6.60,12.40,1.90,1.168,4.00,2.53,2.19,2.15,14164,
101096,2018-04-15,50.72749,5.27314,128,18.00,10.50,14.30,3.20,1.178,0.00,3.08,2.72,2.63,14674,
101096,2018-04-16,50.72749,5.27314,128,17.00,9.00,13.00,2.40,1.027,0.00,3.22,2.81,2.72,17191,
101096,2018-04-17,50.72749,5.27314,128,21.10,7.30,14.20,2.30,0.98,0.00,3.59,3.12,3.29,18792,
101096,2018-04-18,50.72749,5.27314,128,24.90,9.90,17.40,2.50,1.027,0.00,4.41,3.84,4.16,21530,
101096,2018-04-19,50.72749,5.27314,128,28.10,13.10,20.60,3.00,1.024,0.00,5.06,4.47,5.10,21202,
101096,2018-04-20,50.72749,5.27314,128,27.00,14.80,20.90,2.40,1.204,0.00,4.79,4.20,4.51,21002,
101096,2018-04-21,50.72749,5.27314,128,23.50,10.80,17.10,2.00,1.281,0.00,4.08,3.54,3.55,20738,
101096,2018-04-22,50.72749,5.27314,128,26.60,11.80,19.20,3.60,1.325,3.00,4.57,4.05,4.44,18795,
101096,2018-04-23,50.72749,5.27314,128,18.10,12.20,15.10,4.40,1.081,0.00,4.03,3.61,3.44,16694,
101096,2018-04-24,50.72749,5.27314,128,16.30,7.90,12.10,5.30,1.044,0.00,2.98,2.69,2.51,12339,
101096,2018-04-25,50.72749,5.27314,128,16.00,11.60,13.80,6.00,0.967,0.20,4.02,3.67,3.40,14058,
101096,2018-04-26,50.72749,5.27314,128,14.60,7.70,11.10,5.30,0.776,0.00,3.89,3.52,3.28,16149,
101096,2018-04-27,50.72749,5.27314,128,18.80,5.50,12.10,3.30,0.749,0.00,3.78,3.35,3.55,17986,
101096,2018-04-28,50.72749,5.27314,128,16.80,10.90,13.80,4.20,0.883,0.60,3.43,3.15,3.18,11283,
101096,2018-04-29,50.72749,5.27314,128,16.90,5.90,11.40,3.10,1.168,31.00,2.51,2.20,2.07,13214,
101096,2018-04-30,50.72749,5.27314,128,12.80,10.90,11.80,7.60,1.004,3.70,3.07,2.86,2.40,8980,
101096,2018-05-01,50.72749,5.27314,128,13.50,4.60,9.10,5.70,0.749,0.00,3.62,3.25,2.94,17178,
101096,2018-05-02,50.72749,5.27314,128,17.20,4.90,11.00,4.60,0.80,0.00,4.40,3.87,3.74,22782,
101096,2018-05-03,50.72749,5.27314,128,15.80,7.40,11.60,2.70,0.866,0.00,3.99,3.49,3.25,21465,
101096,2018-05-04,50.72749,5.27314,128,18.40,4.70,11.60,3.10,0.863,0.00,4.45,3.86,3.75,25221,
101096,2018-05-05,50.72749,5.27314,128,21.70,7.20,14.40,3.70,0.94,0.00,5.06,4.43,4.46,24845,
101096,2018-05-06,50.72749,5.27314,128,25.50,9.00,17.30,3.00,1.047,0.00,5.47,4.79,5.01,25787,
101096,2018-05-07,50.72749,5.27314,128,24.90,12.30,18.60,2.80,1.04,0.00,5.66,4.96,5.07,25638,
101096,2018-05-08,50.72749,5.27314,128,27.00,12.90,19.90,2.20,1.111,0.00,5.69,4.97,5.12,25923,
101096,2018-05-09,50.72749,5.27314,128,25.20,11.90,18.60,2.80,1.278,12.00,5.36,4.70,4.71,24315,
101096,2018-05-10,50.72749,5.27314,128,16.20,10.50,13.30,3.00,1.111,0.80,2.85,2.57,2.38,11643,
101096,2018-05-11,50.72749,5.27314,128,19.80,6.60,13.20,1.90,1.024,0.00,4.17,3.62,3.51,22776,
101096,2018-05-12,50.72749,5.27314,128,23.60,10.70,17.10,2.80,1.087,0.00,4.56,4.04,4.18,19590,
101096,2018-05-13,50.72749,5.27314,128,12.90,12.50,12.70,3.10,1.285,1.10,1.26,1.17,1.13,3901,
101096,2018-05-14,50.72749,5.27314,128,21.80,10.40,16.10,3.10,1.378,0.30,3.85,3.41,3.23,17158,
101096,2018-05-15,50.72749,5.27314,128,23.50,11.40,17.40,2.50,1.161,0.00,5.25,4.61,4.47,23908,
101096,2018-05-16,50.72749,5.27314,128,21.60,11.50,16.50,3.80,1.251,1.00,4.11,3.69,3.60,16344,
101096,2018-05-17,50.72749,5.27314,128,17.80,7.90,12.90,4.00,0.91,0.00,4.78,4.24,3.87,22321,
101096,2018-05-18,50.72749,5.27314,128,16.80,6.30,11.50,2.90,0.86,0.00,4.06,3.59,3.33,20165,
101096,2018-05-19,50.72749,5.27314,128,16.00,5.00,10.50,2.10,0.91,0.00,3.56,3.10,2.92,20093,
101096,2018-05-20,50.72749,5.27314,128,23.60,6.20,14.90,2.60,1.174,2.10,4.92,4.30,4.21,24759,
101096,2018-05-21,50.72749,5.27314,128,24.60,12.60,18.60,2.60,1.365,11.00,4.27,3.83,3.73,16269,
101096,2018-05-22,50.72749,5.27314,128,23.70,12.70,18.20,2.00,1.502,17.00,3.91,3.45,3.37,17228,
101096,2018-05-23,50.72749,5.27314,128,22.10,13.30,17.70,2.10,1.582,0.20,3.71,3.28,3.00,15908,
101096,2018-05-24,50.72749,5.27314,128,23.30,12.90,18.10,2.40,1.569,3.70,4.35,3.84,3.54,19066,
101096,2018-05-25,50.72749,5.27314,128,26.10,13.60,19.80,1.70,1.616,0.00,5.30,4.65,4.35,23724,
101096,2018-05-26,50.72749,5.27314,128,25.60,15.70,20.60,2.50,1.669,0.00,5.56,4.92,4.72,22809,
101096,2018-05-27,50.72749,5.27314,128,24.60,15.50,20.10,3.10,1.534,0.00,4.26,3.83,3.85,15538,
101096,2018-05-28,50.72749,5.27314,128,28.30,16.30,22.30,2.40,1.719,0.00,5.63,5.00,4.77,22017,
101096,2018-05-29,50.72749,5.27314,128,25.40,17.20,21.30,3.10,1.853,0.00,4.32,3.86,3.66,16071,
101096,2018-05-30,50.72749,5.27314,128,26.60,15.40,21.00,2.20,1.723,15.00,5.51,4.85,4.58,23505,
101096,2018-05-31,50.72749,5.27314,128,26.50,16.80,21.70,2.30,1.816,9.00,5.18,4.58,4.28,20728,
101096,2018-06-01,50.72749,5.27314,128,18.10,16.70,17.40,2.70,1.813,30.00,1.77,1.59,1.49,6879,
101096,2018-06-02,50.72749,5.27314,128,19.70,14.80,17.20,2.90,1.612,2.00,3.81,3.37,2.93,16396,
101096,2018-06-03,50.72749,5.27314,128,24.20,13.60,18.90,2.10,1.626,0.00,5.13,4.51,4.13,22960,
101096,2018-06-04,50.72749,5.27314,128,25.70,14.30,20.00,3.00,1.696,0.00,5.49,4.85,4.47,23009,
101096,2018-06-05,50.72749,5.27314,128,19.50,14.50,17.00,3.20,1.539,0.00,3.38,3.02,2.69,13538,
101096,2018-06-06,50.72749,5.27314,128,27.30,12.00,19.70,2.50,1.596,0.00,6.07,5.33,5.06,27000,
101096,2018-06-07,50.72749,5.27314,128,24.10,17.40,20.70,1.90,1.82,10.00,3.93,3.50,3.22,15090,
101096,2018-06-08,50.72749,5.27314,128,23.10,17.10,20.10,1.90,1.907,0.00,3.53,3.14,2.85,13953,
101096,2018-06-09,50.72749,5.27314,128,24.30,15.80,20.10,1.70,1.867,0.00,4.58,4.03,3.64,19518,
101096,2018-06-10,50.72749,5.27314,128,24.50,16.30,20.40,2.40,1.816,0.00,4.39,3.90,3.57,17396,
101096,2018-06-11,50.72749,5.27314,128,22.80,14.60,18.70,3.70,1.539,0.80,4.54,4.07,3.73,17216,
101096,2018-06-12,50.72749,5.27314,128,17.70,14.00,15.80,3.50,1.388,1.10,3.07,2.78,2.50,11443,
101096,2018-06-13,50.72749,5.27314,128,17.90,10.20,14.10,2.20,1.154,0.00,3.53,3.14,2.87,15817,
101096,2018-06-14,50.72749,5.27314,128,20.60,10.40,15.50,3.80,1.331,0.50,4.12,3.67,3.34,17820,
101096,2018-06-15,50.72749,5.27314,128,23.30,12.90,18.10,2.10,1.372,0.00,5.27,4.63,4.35,23804,
101096,2018-06-16,50.72749,5.27314,128,22.40,12.80,17.60,2.70,1.338,0.00,4.38,3.91,3.72,17775,
101096,2018-06-17,50.72749,5.27314,128,18.10,13.10,15.60,4.00,1.204,0.00,3.96,3.57,3.28,15275,
101096,2018-06-18,50.72749,5.27314,128,21.70,14.70,18.20,4.40,1.459,0.00,4.38,3.94,3.70,16169,
101096,2018-06-19,50.72749,5.27314,128,20.50,13.50,17.00,3.10,1.649,0.00,2.98,2.66,2.38,12084,
101096,2018-06-20,50.72749,5.27314,128,27.00,16.30,21.60,2.80,1.666,0.00,6.42,5.67,5.32,26221,
101096,2018-06-21,50.72749,5.27314,128,18.50,15.30,16.90,4.50,1.137,0.10,4.99,4.52,4.12,17739,
101096,2018-06-22,50.72749,5.27314,128,16.40,7.50,11.90,3.90,0.96,0.00,3.87,3.45,3.18,18143,
101096,2018-06-23,50.72749,5.27314,128,19.20,7.00,13.10,1.60,1.081,0.00,3.57,3.13,3.04,18330,
101096,2018-06-24,50.72749,5.27314,128,19.70,10.00,14.90,2.50,1.201,0.00,3.71,3.30,3.11,16405,
101096,2018-06-25,50.72749,5.27314,128,22.30,12.40,17.30,2.40,1.275,0.00,4.56,4.05,3.87,19483,
101096,2018-06-26,50.72749,5.27314,128,22.80,10.40,16.60,2.70,1.241,0.00,5.56,4.89,4.52,25784,
101096,2018-06-27,50.72749,5.27314,128,26.50,11.60,19.00,3.30,1.315,0.00,6.47,5.71,5.57,27966,
101096,2018-06-28,50.72749,5.27314,128,27.30,13.20,20.20,3.70,1.221,0.00,6.97,6.18,6.18,28093,
101096,2018-06-29,50.72749,5.27314,128,28.20,14.60,21.40,3.90,1.362,0.00,7.36,6.54,6.45,28925,
101096,2018-06-30,50.72749,5.27314,128,29.20,13.80,21.50,3.70,1.388,0.00,7.22,6.41,6.41,28573,
101096,2018-07-01,50.72749,5.27314,128,27.70,17.00,22.30,4.40,0.91,0.00,7.73,6.95,7.29,26928,
101096,2018-07-02,50.72749,5.27314,128,27.80,13.80,20.80,4.00,0.93,0.00,7.57,6.75,7.05,29259,
101096,2018-07-03,50.72749,5.27314,128,29.20,13.10,21.20,2.20,1.097,0.00,6.28,5.54,5.67,25865,
101096,2018-07-04,50.72749,5.27314,128,28.10,17.20,22.60,2.00,1.636,0.00,5.18,4.61,4.50,19838,
101096,2018-07-05,50.72749,5.27314,128,26.80,16.10,21.50,2.30,1.542,0.00,5.32,4.72,4.57,20855,
101096,2018-07-06,50.72749,5.27314,128,26.70,14.00,20.30,1.80,1.462,0.00,5.68,5.00,4.75,24373,
101096,2018-07-07,50.72749,5.27314,128,27.10,15.10,21.10,2.70,1.351,0.00,6.15,5.45,5.33,24587,
101096,2018-07-08,50.72749,5.27314,128,25.70,13.30,19.50,3.10,1.208,0.00,6.44,5.69,5.55,27036,
101096,2018-07-09,50.72749,5.27314,128,24.70,12.80,18.80,3.40,1.388,0.00,5.16,4.60,4.48,20896,
101096,2018-07-10,50.72749,5.27314,128,17.20,13.80,15.50,4.00,1.315,0.00,2.65,2.43,2.31,8430,
101096,2018-07-11,50.72749,5.27314,128,23.30,10.60,17.00,2.80,1.251,0.00,5.06,4.47,4.28,22468,
101096,2018-07-12,50.72749,5.27314,128,25.90,15.40,20.70,2.80,1.435,0.00,5.55,4.93,4.80,21932,
101096,2018-07-13,50.72749,5.27314,128,26.60,13.10,19.80,2.00,1.408,0.00,5.35,4.71,4.56,22851,
101096,2018-07-14,50.72749,5.27314,128,27.50,13.90,20.70,2.10,1.358,0.00,6.07,5.33,5.22,26340,
101096,2018-07-15,50.72749,5.27314,128,29.10,14.70,21.90,2.40,1.131,0.00,6.58,5.79,5.94,27439,
101096,2018-07-16,50.72749,5.27314,128,29.80,16.30,23.10,2.40,1.171,0.20,6.27,5.56,5.75,24276,
101096,2018-07-17,50.72749,5.27314,128,27.20,17.10,22.10,3.30,1.348,0.00,6.33,5.65,5.63,23820,
101096,2018-07-18,50.72749,5.27314,128,26.50,12.60,19.50,1.90,1.188,0.00,5.64,4.95,4.92,25090,
101096,2018-07-19,50.72749,5.27314,128,27.60,13.20,20.40,1.80,1.261,0.00,5.64,4.94,4.94,24807,
101096,2018-07-20,50.72749,5.27314,128,27.20,13.90,20.60,2.00,1.184,0.00,5.13,4.55,4.56,20300,
101096,2018-07-21,50.72749,5.27314,128,28.20,16.00,22.10,2.20,1.358,0.00,5.30,4.72,4.73,20058,
101096,2018-07-22,50.72749,5.27314,128,28.30,13.70,21.00,2.00,1.301,0.00,5.56,4.89,4.93,23504,
101096,2018-07-23,50.72749,5.27314,128,29.10,18.30,23.70,1.70,1.572,0.00,5.10,4.54,4.41,18941,
101096,2018-07-24,50.72749,5.27314,128,32.00,18.60,25.30,2.10,1.619,0.00,6.32,5.60,5.58,23961,
101096,2018-07-25,50.72749,5.27314,128,33.30,19.40,26.40,2.70,1.719,2.00,6.62,5.91,6.03,23348,
101096,2018-07-26,50.72749,5.27314,128,35.70,19.50,27.60,2.00,1.73,0.20,6.61,5.86,6.00,24105,
101096,2018-07-27,50.72749,5.27314,128,36.10,23.40,29.70,2.50,1.432,0.00,6.88,6.17,6.58,22383,
101096,2018-07-28,50.72749,5.27314,128,27.30,19.70,23.50,3.40,1.572,0.00,5.32,4.81,4.86,17241,
101096,2018-07-29,50.72749,5.27314,128,29.40,16.60,23.00,4.50,1.221,0.00,6.06,5.53,6.09,17943,
101096,2018-07-30,50.72749,5.27314,128,31.70,19.90,25.80,3.50,1.582,0.00,6.44,5.81,6.09,20962,
101096,2018-07-31,50.72749,5.27314,128,29.00,19.40,24.20,3.60,1.576,0.00,6.07,5.45,5.57,20796,
101096,2018-08-01,50.72749,5.27314,128,29.80,15.70,22.70,2.20,1.435,0.00,5.28,4.68,4.86,20625,
101096,2018-08-02,50.72749,5.27314,128,31.60,16.00,23.80,1.90,1.509,0.00,6.04,5.31,5.36,24754,
101096,2018-08-03,50.72749,5.27314,128,33.80,17.70,25.80,2.20,1.539,0.00,6.53,5.76,5.98,25408,
101096,2018-08-04,50.72749,5.27314,128,32.20,18.50,25.40,2.90,1.649,0.00,6.13,5.48,5.66,21536,
101096,2018-08-05,50.72749,5.27314,128,27.80,16.50,22.20,3.30,1.492,0.00,5.53,4.94,4.97,20309,
101096,2018-08-06,50.72749,5.27314,128,33.80,16.10,24.90,1.70,1.338,0.00,6.12,5.36,5.61,25530,
101096,2018-08-07,50.72749,5.27314,128,35.20,18.40,26.80,2.40,1.328,5.00,6.53,5.79,6.33,24303,
101096,2018-08-08,50.72749,5.27314,128,24.10,18.80,21.40,4.60,1.592,0.00,4.62,4.21,4.16,14499,
101096,2018-08-09,50.72749,5.27314,128,23.90,15.50,19.70,5.00,1.606,17.00,3.91,3.57,3.54,12666,
101096,2018-08-10,50.72749,5.27314,128,22.80,12.60,17.70,6.30,1.147,0.00,5.74,5.18,5.05,20785,
101096,2018-08-11,50.72749,5.27314,128,22.50,12.60,17.50,3.20,1.117,0.00,4.89,4.33,4.32,21307,
101096,2018-08-12,50.72749,5.27314,128,27.70,13.50,20.60,3.40,1.07,4.00,5.55,4.96,5.41,21097,
101096,2018-08-13,50.72749,5.27314,128,21.70,16.20,18.90,4.40,1.659,7.10,3.45,3.11,2.92,12494,
101096,2018-08-14,50.72749,5.27314,128,22.10,15.20,18.70,3.40,1.649,0.00,2.92,2.63,2.55,10422,
101096,2018-08-15,50.72749,5.27314,128,22.60,14.70,18.60,3.60,1.609,0.00,3.45,3.09,2.98,13378,
101096,2018-08-16,50.72749,5.27314,128,27.10,14.00,20.60,2.70,1.619,9.00,4.30,3.81,3.85,17214,
101096,2018-08-17,50.72749,5.27314,128,22.70,15.20,18.90,2.10,1.499,0.40,3.64,3.22,3.10,15468,
101096,2018-08-18,50.72749,5.27314,128,22.90,12.10,17.50,2.70,1.355,0.00,4.06,3.56,3.52,18720,
101096,2018-08-19,50.72749,5.27314,128,25.00,14.20,19.60,3.70,1.586,0.00,4.59,4.06,3.97,19308,
101096,2018-08-20,50.72749,5.27314,128,23.10,17.70,20.40,2.20,1.873,0.00,2.50,2.25,2.18,8890,
